Temperature,Humidity,Pressure,Wind_direction,Wind_speed,Traffic_count
0.04742675786380902,-0.11985099500049012,-0.14508441672084305,0.1983092616192312,0.4962258602097834,0.11367661091203499
0.05316718745367348,-0.13434374862367854,-0.14508441672084305,0.2031703727303423,0.45918882317274634,-0.11294209412393623
0.05890761704353794,-0.14593795152222927,-0.14508441672084305,0.20803148384145342,0.45918882317274634,-0.31078382074264127
0.06464804662887709,-0.16043070514541766,-0.14508441672084305,0.21219815050812008,0.45918882317274634,-0.2388413746994758
0.07038847620516153,-0.17492345876860607,-0.14508441672084305,0.21636481717478676,0.38511474909867227,0.023748553358078156
0.08106599590624011,-0.18072056021788144,-0.14508441672084305,0.22192037273034232,0.3110406750245982,0.20360466846599182
0.13034829494166777,-0.20680751673962056,-0.15735435537114978,0.25525370606367564,-0.05932969534577217,0.27914423681131556
0.13636838302506152,-0.26767708195701184,-0.13894944739568968,0.19483703939700897,0.16289252687645006,0.052525531775344345
0.057066170076893206,-0.20390896601498287,-0.0837347234693093,0.021920372730342308,0.014744378728301906,-0.2784097200232168
0.051679775475963495,-0.1546336036961423,-0.07146478481900255,0.16775370606367565,-0.13340376941984625,-0.2100643962822096
0.0632220496208145,0.019279439782118567,-0.0591948461686958,-0.5266907383807689,-0.42970006571614255,0.0992881217034019
0.10442721391942959,0.0018881354342924815,-0.02851999954292893,-0.18432962726965768,-0.13340376941984625,0.13166222242282635
0.09280950007729996,0.12362726586907509,-0.0346549688680823,-0.28641296060299104,0.08881845280237598,0.052525531775344345
0.08270812420653767,0.33232291804298814,-0.07146478481900255,-0.3704407383807688,0.16289252687645006,-0.11294209412393623
0.07888333140167647,0.36420697601400265,-0.0591948461686958,-0.4225240717141021,0.014744378728301906,-0.24963274160595061
0.07725383387534264,0.3844968310864664,-0.0591948461686958,-0.4572462939363244,-0.13340376941984625,-0.22085576318868444
0.08119178623064502,0.36420697601400265,-0.04078993819323568,-0.04752407171410214,-0.20747784349392032,0.056122654077502616
0.10694689991072862,0.3844968310864664,0.0021548470828379406,-0.13988518282521326,-0.24451488053095735,0.11007948860987672
0.15958872277529626,0.21638088905748087,0.0021548470828379406,-0.4919685161585466,-0.31858895460503145,0.23238164688325802
0.1567823659243902,0.2453663963038577,0.0021548470828379406,-0.4016907383807688,-0.02229265830873513,-0.05898525959156213
0.1408495012224752,0.33232291804298814,0.03896466303375819,-0.3808574050474355,-0.20747784349392032,-0.25682698621026717
0.12781352101181892,0.3729026281879157,0.051234601684064934,-0.5266907383807689,-0.42970006571614255,-0.16689892865631034
0.11086222035594462,0.3352214687676258,0.051234601684064934,-0.5266907383807689,-0.42970006571614255,0.2467701360918911
0.14981173761730252,0.29754030934733594,0.051234601684064934,-0.4225240717141021,-0.17044080645688328,0.21079891307030837
0.1803648162360318,0.2801490049995099,0.020559755058298063,-0.3600240717141021,0.014744378728301906,0.31151833753074004
0.17434472815263805,0.20478668615893017,-0.01625006089262218,-0.11696851615854659,-0.13340376941984625,0.023748553358078156
0.12215554348982997,0.2598591499270461,-0.010115091567468808,-0.311412960602991,-0.2815519175679944,-0.15251043944767725
0.07218428601564184,0.2656562513763215,-0.010115091567468808,0.12608703939700897,-0.13340376941984625,-0.22805000779300097
0.03950380784864538,0.2308736426806693,-0.010115091567468808,0.2094203727303423,-0.13340376941984625,-0.030208281174295946
0.09296037947637839,-0.009706067464258243,0.0021548470828379406,-0.0641907383807688,-0.31858895460503145,0.09209387709908536
0.22295807102154952,-0.22130027036280897,-0.0346549688680823,-0.09613518282521324,-0.20747784349392032,0.048928409473186066
0.2158969150741091,-0.2328944732613597,-0.0837347234693093,0.08442037273034231,-0.02229265830873513,-0.05538813728940386
